Unnamed: 0,id,label,target_id,pred_label,fident,bitscore,evalue,score
19711,VFG005237,1,VFG005289,1.0,0.467,594.0,1.6369999999999998e-169,0.08663943990665111
19712,sp|A8NE23|COP3_COPC7,0,A0A5Q0QU70,0.0,0.942,1005.0,4.633e-295,0.14658693115519253
19713,sp|C1P614|YQFG_ECOLI,0,,0.0,,0.0,,0.0
19714,sp|P31875|CYBH_WOLSU,0,P0AAM1,0.0,0.747,539.0,9.454000000000001e-155,0.07861726954492415
19715,sp|Q2T095|PANC_BURTA,0,Q8YFC9,0.0,0.841,820.0,5.815e-243,0.11960326721120186
19716,VFG039698,1,VFG010706,1.0,0.532,234.0,1.173e-61,0.03413068844807468
19717,sp|P75544|EFG_MYCPN,0,P68790,0.0,0.927,2298.0,0.0,0.3351808634772462
19718,sp|O59828|ALR1_SCHPO,0,Q9HUN4,0.0,0.842,1112.0,0.0,0.16219369894982497
19719,sp|P03877|SCE3_YEAST,0,Q9ZZX1,0.0,0.462,177.0,1.5589999999999999e-44,0.025816802800466745
19720,VFG031355,1,Q60048,0.0,0.764,1763.0,0.0,0.257147024504084
19721,fig|83332.12.peg.391|Rv0355c|VBIMycTub87468_0391|,1,fig|83332.12.peg.336|Rv0304c|VBIMycTub87468_0336|,1.0,0.541,2722.0,0.0,0.397024504084014
19722,sp|P40193|PTSJ_SALTY,0,NP_539087.1,1.0,0.844,1384.0,0.0,0.20186697782963828
19723,VFG014196,1,VFG014197,1.0,0.833,1159.0,0.0,0.169049008168028
19724,gi|23500433|ref|NP_699873.1|,1,Q55472,0.0,0.787,714.0,6.609e-207,0.10414235705950992
19725,VFG001406,1,VFG013756,1.0,0.921,690.0,7.544e-204,0.10064177362893816
19726,sp|P04303|UNG_VACCW,0,P32941,0.0,0.858,622.0,4.397e-182,0.09072345390898483
19727,gi|68481001|ref|XP_715542.1|,1,O42781,0.0,0.907,1172.0,0.0,0.1709451575262544
19728,VFG041066,1,VFG015493,1.0,0.861,2408.0,0.0,0.35122520420070014
19729,VFG004981,1,VFG004977,1.0,0.507,238.0,3.008e-63,0.03471411901983664
19730,sp|P27999|RPB9_YEAST,0,O74635,0.0,0.858,313.0,1.407e-87,0.0456534422403734
19731,sp|P9WMB9|KSTR2_MYCTU,0,P94548,0.0,0.835,503.0,1.736e-144,0.07336639439906652
19732,VFG005053,1,VFG016395,1.0,0.652,667.0,4.03e-192,0.09728704784130689
19733,VFG017972,1,J1H1J3,0.0,0.781,952.0,8.842999999999999e-281,0.13885647607934656
19734,gi|23500673|ref|NP_700113.1|,1,VFG043679,1.0,0.732,757.0,2.498e-219,0.11041423570595099
19735,gi|16763420|ref|NP_459035.1|,1,P55700,0.0,0.813,814.0,1.203e-237,0.11872812135355892
19736,VFG000860,1,,0.0,,0.0,,0.0
19737,VFG006179,1,VFG013850,1.0,0.85,536.0,3.9960000000000005e-155,0.07817969661610269
19738,sp|P42596|RLMG_ECOLI,0,O87694,0.0,0.598,577.0,3.708e-165,0.08415985997666278
19739,sp|P38292|PEX32_YEAST,0,P53203,0.0,0.491,294.0,1.217e-79,0.04288214702450408
19740,sp|Q9X1X4|PYRKH_THEMA,0,P0DH76,0.0,0.839,782.0,3.951e-230,0.11406067677946324
19741,VFG037963,1,VFG011162,1.0,0.71,887.0,3.519e-259,0.1293757292882147
19742,VFG042225,1,VFG015886,1.0,0.705,929.0,1.2060000000000002e-271,0.1355017502917153
19743,sp|P23031|XYNC_CELJU,0,P23030,0.0,0.92,1015.0,5.564e-297,0.14804550758459745
19744,VFG041013,1,VFG051932,1.0,0.906,539.0,1.212e-158,0.07861726954492415
19745,sp|Q0CRP6|AZPA6_ASPTN,0,P22035,0.0,0.787,252.0,1.2189999999999999e-67,0.0367561260210035
19746,VFG040586,1,VFG040625,1.0,0.862,741.0,5.1800000000000004e-222,0.10808051341890315
19747,sp|P73203|PYR1_SYNY3,0,P18542,0.0,0.75,522.0,4.722e-149,0.07613768961493582
19748,sp|A0A2I2F2M7|CFOJ_ASPCN,0,Q188R7,0.0,0.703,432.0,1.842e-121,0.06301050175029171
19749,fig|169963.11.peg.1813|lmo1769|VBILisMon69206_1813|,1,NP_815483.1,1.0,0.9,2315.0,0.0,0.33766044340723456
19750,sp|D0VWY5|GASHR_MARGR,0,P16171,0.0,0.892,1495.0,0.0,0.21805717619603268
19751,VFG016058,1,VFG016067,1.0,0.939,6740.0,0.0,0.9830805134189031
19752,sp|P20804|ACP_SYNY3,0,VFG021800,1.0,1.0,275.0,1.9060000000000002e-79,0.04011085180863477
19753,VFG045797,1,VFG000850,1.0,0.833,730.0,5.151e-214,0.10647607934655776
19754,sp|P95598|ROX_RHOHA,0,Q3S8Q4,0.0,0.687,1046.0,8.214e-307,0.15256709451575262
19755,gi|89255982|ref|YP_513344.1|,1,P83589,0.0,0.876,921.0,3.5450000000000004e-268,0.13433488914819136
19756,VFG044119,1,VFG044340,1.0,0.818,1533.0,0.0,0.22359976662777128
19757,VFG016772,1,VFG043231,1.0,0.873,721.0,2.281e-211,0.10516336056009334
19758,VFG015949,1,VFG015948,1.0,0.741,1971.0,0.0,0.28748541423570595
19759,sp|P9WJM5|MSRA_MYCTU,0,P54154,0.0,0.834,400.0,6.737e-113,0.058343057176196034
19760,VFG041604,1,VFG000067,1.0,0.815,173.0,6.07e-45,0.025233372228704785
19761,VFG014987,1,VFG014984,1.0,0.942,1283.0,0.0,0.18713535589264876
19762,VFG022781,1,VFG009577,1.0,0.902,2780.0,0.0,0.4054842473745624
19763,sp|P9WHE9|RISB_MYCTU,0,Q02SM0,0.0,0.851,440.0,1.965e-126,0.06417736289381563
19764,sp|Q00828|RAPA_BACSU,0,P70962,0.0,0.899,1113.0,0.0,0.16233955659276547
19765,sp|P84584|SAS2_BACIU,0,P02958,0.0,0.873,166.0,6.6650000000000004e-43,0.024212368728121353
19766,sp|P37769|KDUD_ECOLI,0,P9WGQ5,0.0,0.984,1004.0,2.994e-311,0.14644107351225205
19767,sp|O33832|BSUHB_THEMA,0,P9WKI9,0.0,0.815,741.0,1.278e-218,0.10808051341890315
19768,fig|83332.12.peg.2212|Rv1982c|VBIMycTub87468_2212|,1,Q2FXG9,0.0,0.543,131.0,3.0710000000000002e-31,0.0191073512252042
19769,VFG018711,1,VFG018714,1.0,0.898,308.0,5.382e-87,0.044924154025670945
19770,sp|P9WPJ1|CAS6_MYCTU,0,A0A0A7HF73,0.0,0.82,656.0,2.1269999999999997e-189,0.09568261376896149
19771,sp|Q6NEL2|MSRA_CORDI,0,P0A744,0.0,0.81,427.0,2.079e-120,0.06228121353558926
19772,gi|15804359|ref|NP_290399.1|,1,YP_107818.1,1.0,0.9,1873.0,0.0,0.2731913652275379
19773,sp|Q59S78|SAR1_CANAL,0,Q01475,0.0,0.973,694.0,1.66e-210,0.10122520420070012
19774,sp|Q59459|RBS1_HYDMR,0,P06514,0.0,0.639,158.0,1.795e-39,0.023045507584597433
19775,VFG010349,1,VFG027876,1.0,0.892,1043.0,2.443e-309,0.15212952158693116
19776,VFG014535,1,VFG014526,1.0,0.894,403.0,6.9380000000000005e-115,0.0587806301050175
19777,VFG047991,1,VFG016450,1.0,0.617,130.0,1.9270000000000002e-30,0.018961493582263712
19778,sp|P0CU53|GCE1_WOLCO,0,P0CT87,0.0,0.877,1074.0,4.348e-317,0.15665110851808633
19779,sp|P08586|PG112_VACCW,0,NP_216890.1,1.0,0.538,141.0,3.71e-34,0.0205659276546091
19780,VFG022158,1,VFG022146,1.0,0.844,1280.0,0.0,0.1866977829638273
19781,VFG042181,1,VFG042108,1.0,0.88,439.0,4.6709999999999994e-125,0.06403150525087514
19782,VFG001972,1,VFG050159,1.0,0.818,1480.0,0.0,0.21586931155192532
19783,sp|P22634|MURI_ECOLI,0,Q03469,0.0,0.835,818.0,9.474e-242,0.11931155192532089
19784,sp|P0CK51|CEP3_EBVB9,0,,0.0,,0.0,,0.0
19785,VFG043302,1,C0H412,0.0,0.895,210.0,6.708e-58,0.030630105017502917
19786,VFG042812,1,VFG013232,1.0,0.882,702.0,5.939999999999999e-206,0.10239206534422404
19787,sp|Q5UQJ7|YL399_MIMIV,0,VFG042926,1.0,0.669,196.0,3.438e-50,0.028588098016336057
19788,sp|M9LYJ5|MAC1_PSEA3,0,Q9C1B7,0.0,0.669,876.0,3.59e-255,0.1277712952158693
19789,VFG022723,1,VFG009518,1.0,0.935,1516.0,0.0,0.22112018669778297
19790,sp|Q5L1E2|MTNW_GEOKA,0,O31666,0.0,0.895,1301.0,0.0,0.1897607934655776
19791,VFG047527,1,P53555,0.0,0.947,1586.0,0.0,0.23133022170361728
19792,sp|A0A443HJY8|VDTC1_BYSSP,0,A0A1W5SMT6,0.0,0.908,1305.0,0.0,0.19034422403733955
19793,gi|15610536|ref|NP_217917.1|,1,Q9X0Y1,0.0,0.785,583.0,6.726e-168,0.08503500583430572
19794,VFG016762,1,VFG043236,1.0,0.592,456.0,8.475e-129,0.06651108518086347
19795,sp|Q10437|BUN62_SCHPO,0,O59894,0.0,0.719,874.0,1.426e-254,0.12747957992998832
19796,VFG043280,1,VFG043266,1.0,0.806,723.0,4.953e-210,0.10545507584597433
19797,sp|Q2RNI5|COWN_RHORT,0,VFG047852,1.0,0.73,143.0,3.057e-35,0.02085764294049008
19798,VFG007274,1,VFG007277,1.0,0.911,2457.0,0.0,0.35837222870478413
19799,VFG039581,1,VFG039222,1.0,0.569,448.0,5.928e-126,0.06534422403733955
19800,sp|Q44212|RBCX_ANASC,0,A7ZI10,0.0,0.707,191.0,2.577e-49,0.027858809801633605
19801,gi|261405430|ref|YP_003241671.1|,1,Q46927,0.0,0.822,729.0,8.823999999999999e-215,0.10633022170361726
19802,VFG015868,1,VFG024020,1.0,0.841,1331.0,0.0,0.1941365227537923
19803,VFG022156,1,VFG022158,1.0,0.81,1205.0,0.0,0.17575845974329055
19804,VFG006699,1,VFG006695,1.0,0.921,281.0,1.9440000000000002e-79,0.04098599766627771
19805,gi|15800907|ref|NP_286923.1|,1,P0AFX9,0.0,0.528,198.0,4.0859999999999996e-51,0.028879813302217037
19806,sp|P24193|HYPE_ECOLI,0,P31905,0.0,0.808,934.0,6.5869999999999995e-276,0.13623103850641774
19807,VFG015291,1,VFG015290,1.0,0.506,349.0,1.72e-96,0.05090431738623104
19808,sp|B9V973|MCP1A_MACPC,0,P84193,0.0,0.702,284.0,1.94e-77,0.041423570595099185
19809,sp|O94325|PEX5_SCHPO,0,P35056,0.0,0.848,792.0,1.489e-229,0.11551925320886815
19810,VFG002298,1,VFG043654,1.0,0.783,1045.0,1.213e-306,0.15242123687281214
19811,sp|Q9UW00|COPC5_COPCM,0,,0.0,,0.0,,0.0
19812,gi|15610346|ref|NP_217726.1|,1,Q7V6D4,0.0,0.704,391.0,1.421e-109,0.05703033838973162
19813,gi|46908175|ref|YP_014564.1|,1,NP_815262.1,1.0,0.83,1367.0,0.0,0.19938739789964993
19814,sp|Q09826|SDS23_SCHPO,0,P12904,0.0,0.768,714.0,1.864e-206,0.10414235705950992
19815,VFG045604,1,A0A1B5L6A0,0.0,0.78,89.0,2.396e-18,0.012981330221703617
19816,sp|Q5ZTX1|ENO_LEGPH,0,Q042F4,0.0,0.898,1353.0,0.0,0.19734539089848308
19817,sp|P21874|ODPB_GEOSE,0,P35488,0.0,0.913,1137.0,0.0,0.16584014002333722
19818,sp|I1SB12|MNCO_MICNN,0,I1S2K2,0.0,0.812,1334.0,0.0,0.19457409568261377
19819,VFG016164,1,VFG044349,1.0,0.829,1568.0,0.0,0.22870478413068845
19820,sp|Q4P8R9|PABP_USTMA,0,P31209,0.0,0.838,1687.0,0.0,0.24606184364060676
19821,VFG037456,1,VFG022786,1.0,0.785,646.0,9.444e-187,0.09422403733955659
19822,sp|Q9KKU0|RIBN_VIBCH,0,P31437,0.0,0.669,610.0,1.2229999999999999e-175,0.08897316219369895
19823,sp|P40422|RPAB4_YEAST,0,Q6A6J5,0.0,0.672,76.0,4.65e-15,0.011085180863477246
19824,VFG030039,1,VFG030041,1.0,0.872,676.0,1.163e-200,0.0985997666277713
19825,VFG042255,1,VFG041484,1.0,0.689,3198.0,0.0,0.46645274212368726
19826,gi|23501385|ref|NP_697512.1|,1,NP_252424.1,1.0,0.903,1486.0,0.0,0.21674445740956827
19827,VFG013474,1,VFG013471,1.0,0.8,831.0,3.0189999999999996e-243,0.12120770128354726
19828,sp|Q7Z9M8|XG74_HYPJQ,0,Q3MUH7,0.0,0.858,2208.0,0.0,0.3220536756126021
19829,sp|P9WJP1|RSMH_MYCTU,0,P60392,0.0,0.881,944.0,8.892e-277,0.13768961493582263
19830,VFG045519,1,VFG016274,1.0,0.509,297.0,2.499e-80,0.04331971995332556
19831,VFG002062,1,VFG015400,1.0,0.824,535.0,9.722e-154,0.0780338389731622
19832,fig|83332.12.peg.2741|Rv2445c|VBIMycTub87468_2741|,1,VFG031465,1.0,0.941,441.0,9e-129,0.06432322053675613
19833,sp|P33299|PRS7_YEAST,0,P40327,0.0,0.94,878.0,4.9080000000000005e-256,0.12806301050175029
19834,sp|P0DOV7|SGD_PSEPU,0,Q1JUQ1,0.0,0.858,1702.0,0.0,0.24824970828471413
19835,sp|P40303|PSA4_YEAST,0,P21242,0.0,0.918,797.0,9.598999999999999e-238,0.11624854142357059
19836,sp|P33332|SEC3_YEAST,0,O14093,0.0,0.515,616.0,3.607e-176,0.08984830805134189
19837,VFG013751,1,VFG013748,1.0,0.936,1132.0,0.0,0.16511085180863477
19838,VFG010170,1,VFG010177,1.0,0.905,1127.0,0.0,0.16438156359393233
19839,VFG019772,1,VFG014069,1.0,0.905,5492.0,0.0,0.8010501750291715
19840,VFG010527,1,VFG010515,1.0,0.836,865.0,1.202e-253,0.12616686114352393
19841,VFG041314,1,VFG041427,1.0,0.657,323.0,2.7599999999999998e-89,0.047112018669778294
19842,gi|15640163|ref|NP_229790.1|,1,P29722,0.0,0.739,228.0,1e-59,0.03325554259043174
19843,sp|Q9KPY6|PUR5_VIBCH,0,P08178,0.0,0.93,1145.0,0.0,0.16700700116686115
19844,sp|P15557|PAC1_PSES3,0,VFG016304,1.0,0.791,1339.0,0.0,0.19530338389731622
19845,sp|P54785|MOT3_YEAST,0,Q12132,0.0,0.677,231.0,1.115e-60,0.033693115519253206
19846,sp|Q79VJ4|URE2_CORGL,0,P18315,0.0,0.744,244.0,2.486e-65,0.03558926487747958
19847,sp|P00640|T2PS_PROST,0,P33562,0.0,0.822,831.0,3.069e-243,0.12120770128354726
19848,sp|O14109|MAF1_SCHPO,0,P48743,0.0,0.611,108.0,8.72e-24,0.01575262543757293
19849,sp|Q9WYR4|PTLY_THEMA,0,Q51915,0.0,0.658,717.0,9.998e-208,0.10457992998833139
19850,VFG044393,1,VFG044372,1.0,0.928,1922.0,0.0,0.28033838973162195
19851,sp|P11045|DYR_BACSU,0,Q54277,0.0,0.993,608.0,1.5270000000000001e-183,0.08868144690781797
19852,VFG022170,1,VFG022161,1.0,0.741,717.0,8.775e-208,0.10457992998833139
19853,sp|O60086|ILV6_SCHPO,0,P00894,0.0,0.671,398.0,1.716e-111,0.05805134189031505
19854,VFG045721,1,VFG001859,1.0,0.909,2334.0,0.0,0.34043173862310383
19855,VFG051332,1,VFG051363,1.0,0.792,2585.0,0.0,0.37704200700116686
19856,sp|P0AEQ6|GLNP_ECOLI,0,P54953,0.0,0.763,559.0,1.904e-161,0.08153442240373396
19857,sp|P00208|FER_ALLVD,0,NP_461511.1,1.0,0.869,245.0,3.678e-68,0.03573512252042007
19858,sp|P74285|CUGP_SYNY3,0,L7N6A5,0.0,0.811,961.0,4.429e-282,0.14016919486581098
19859,sp|Q46654|LSC_ERWAM,0,P0DJA3,0.0,0.819,1030.0,6.2e-303,0.15023337222870478
19860,sp|P18474|POL2_GFLV,0,P24819,0.0,0.751,1142.0,0.0,0.16656942823803966
19861,VFG043115,1,VFG002336,1.0,0.891,357.0,5.565e-101,0.05207117852975496
19862,sp|P08136|LANE_STAEP,0,VFG049125,1.0,0.933,47.0,3.552e-06,0.006855309218203034
19863,sp|Q0UI02|ELCB_PHANO,0,Q2I0M6,0.0,0.763,2197.0,0.0,0.3204492415402567
19864,sp|P04489|E411_ADE05,0,,0.0,,0.0,,0.0
19865,VFG000548,1,VFG041853,1.0,0.906,1079.0,0.0,0.1573803967327888
19866,sp|O83229|RL14_TREPA,0,Q6N4U4,0.0,0.966,412.0,3.4100000000000003e-121,0.060093348891481914
19867,VFG000111,1,VFG019726,1.0,0.75,333.0,8.231e-93,0.0485705950991832
19868,sp|P34724|PHOA_ASPNG,0,Q8X176,0.0,0.801,947.0,4.487e-277,0.13812718786464412
19869,VFG004233,1,VFG018335,1.0,0.813,510.0,4.2e-147,0.07438739789964995
19870,sp|P63883|AMIC_ECOLI,0,NP_697928.1,1.0,0.834,1031.0,3.3869999999999996e-303,0.1503792298716453
19871,VFG013148,1,VFG013246,1.0,0.903,1121.0,0.0,0.16350641773628938
19872,VFG040964,1,VFG040911,1.0,0.76,369.0,1.8889999999999997e-103,0.05382147024504084
19873,VFG025876,1,VFG002529,1.0,0.902,1587.0,0.0,0.23147607934655776
19874,gi|16765573|ref|NP_461188.1|,1,Q9HVD1,0.0,0.68,389.0,2.43e-109,0.05673862310385064
19875,sp|P21983|FLAA_TREPH,0,Q5UQR4,0.0,0.875,47.0,5.033e-07,0.006855309218203034
19876,sp|P10802|ODP2_AZOVI,0,YP_001217913.1,1.0,0.863,1719.0,0.0,0.2507292882147025
19877,sp|Q47459|PCOE_ECOLX,0,VFG045566,1.0,0.604,111.0,5.294000000000001e-25,0.0161901983663944
19878,VFG015932,1,VFG015938,1.0,0.773,2214.0,0.0,0.32292882147024504
19879,sp|P54862|HXT11_YEAST,0,P13181,0.0,0.87,1742.0,0.0,0.2540840140023337
19880,VFG000208,1,VFG041670,1.0,0.92,827.0,2.696e-245,0.1206242707117853
19881,sp|P77357|ABGA_ECOLI,0,O34980,0.0,0.725,999.0,5.288e-293,0.14571178529754958
19882,sp|Q5S3I3|DDMC_STEMA,0,P94679,0.0,0.792,792.0,7.55e-231,0.11551925320886815
19883,sp|O74424|NU211_SCHPO,0,Q02455,0.0,0.694,3264.0,0.0,0.47607934655775963
19884,sp|C8VSZ2|XANA_EMENI,0,Q7SEI7,0.0,0.843,1035.0,1.274e-306,0.15096266044340723
19885,sp|Q03233|ADD37_YEAST,0,Q6TS43,0.0,0.731,152.0,2.278e-37,0.022170361726954493
19886,sp|P44465|Y028_HAEIN,0,NP_540213.1,1.0,0.844,232.0,6.200000000000001e-63,0.0338389731621937
19887,sp|Q08979|KEL3_YEAST,0,P50090,0.0,0.667,541.0,4.944e-154,0.07890898483080513
19888,sp|A2QX23|ADAB_ASPNC,0,Q5B0C9,0.0,0.935,1061.0,3.51e-321,0.15475495915985998
19889,VFG023249,1,VFG021917,1.0,0.977,428.0,3.545e-125,0.062427071178529754
19890,VFG022772,1,VFG021835,1.0,0.946,1273.0,0.0,0.18567677946324387
19891,sp|Q6WHE1|CAPSH_BPKVM,0,P85989,0.0,0.7,524.0,6.128e-149,0.0764294049008168
19892,sp|P9WMD5|Y1255_MYCTU,0,O05892,0.0,0.821,490.0,3.495e-140,0.07147024504084014
19893,gi|9629888|ref|NP_045372.1|,1,AAF34744.1,1.0,0.744,1129.0,0.0,0.1646732788798133
19894,sp|P26748|VG08_BPP22,0,VFG015360,1.0,0.515,193.0,1.677e-49,0.028150525087514585
19895,VFG023122,1,VFG010323,1.0,0.853,1111.0,0.0,0.1620478413068845
19896,VFG038671,1,VFG007411,1.0,0.853,262.0,1.88e-73,0.0382147024504084
19897,sp|P17315|CIRA_ECOLI,0,VFG007265,1.0,0.8,1819.0,0.0,0.2653150525087515
19898,VFG000151,1,VFG038203,1.0,0.887,691.0,2.4299999999999998e-203,0.10078763127187865
19899,gi|23501982|ref|NP_698109.1|,1,fig|83332.12.peg.1824|Rv1638|VBIMycTub87468_1824|,1.0,0.846,2597.0,0.0,0.37879229871645276
19900,sp|P87054|MUG15_SCHPO,0,VFG045336,1.0,0.597,120.0,7.517e-28,0.01750291715285881
19901,sp|Q725I1|GSA_DESVH,0,P30949,0.0,0.983,1665.0,0.0,0.24285297549591597
19902,gi|23500312|ref|NP_699752.1|,1,O05255,0.0,0.663,647.0,1.1669999999999999e-186,0.09436989498249708
19903,VFG047302,1,VFG019786,1.0,0.728,936.0,8.782000000000001e-275,0.13652275379229872
19904,sp|Q74SQ6|MLTF_YERPE,0,Q9HXN1,0.0,0.888,1425.0,0.0,0.20784714119019837
19905,VFG017040,1,VFG017047,1.0,0.721,571.0,5.8029999999999995e-164,0.08328471411901983
19906,sp|Q6CUZ3|HXKG_KLULA,0,P17709,0.0,0.862,1343.0,0.0,0.19588681446907819
19907,VFG004569,1,VFG004568,1.0,0.721,419.0,3.307e-117,0.06111435239206534
19908,VFG020307,1,VFG038030,1.0,0.879,1203.0,0.0,0.17546674445740956
19909,sp|P74367|PSB27_SYNY3,0,Q8DG60,0.0,0.879,325.0,9.639e-91,0.04740373395565928
19910,VFG005844,1,VFG019129,1.0,0.746,1187.0,0.0,0.17313302217036172
19911,sp|P28189|RS13_SCHPO,0,P05756,0.0,0.874,399.0,8.843999999999999e-114,0.05819719953325554
19912,sp|P47138|DPH4_YEAST,0,Q9P7C6,0.0,0.825,202.0,1.124e-52,0.029463243873978997
19913,sp|P13242|PYRG_BACSU,0,P99072,0.0,0.93,1828.0,0.0,0.26662777129521587
19914,VFG009964,1,VFG009963,1.0,0.797,1192.0,0.0,0.17386231038506417
19915,VFG026256,1,VFG026258,1.0,0.911,1158.0,0.0,0.1689031505250875
19916,gi|56708683|ref|YP_170579.1|,1,Q9KKP2,0.0,0.729,407.0,7.581999999999999e-114,0.05936406067677946
19917,sp|Q72F92|ENO_DESVH,0,A9WCM4,0.0,0.94,1456.0,0.0,0.21236872812135357
19918,VFG023580,1,VFG041876,1.0,0.819,152.0,2.5299999999999997e-38,0.022170361726954493
19919,VFG039916,1,VFG039948,1.0,0.763,1537.0,0.0,0.22418319719953325
19920,sp|P36124|SET3_YEAST,0,P38827,0.0,0.616,229.0,7.666e-60,0.03340140023337223
19921,VFG006275,1,VFG036596,1.0,0.777,1658.0,0.0,0.24183197199533255
19922,VFG021835,1,VFG021832,1.0,0.953,1277.0,0.0,0.18626021003500584
19923,VFG014518,1,VFG014524,1.0,0.881,402.0,1.569e-114,0.05863477246207701
19924,VFG038954,1,VFG038955,1.0,0.68,2199.0,0.0,0.3207409568261377
19925,VFG036955,1,P0AEJ0,0.0,0.884,1690.0,0.0,0.24649941656942823
19926,VFG039300,1,VFG039301,1.0,0.937,693.0,4.048e-200,0.10107934655775963
19927,VFG038430,1,VFG038429,1.0,0.759,292.0,4.236e-80,0.042590431738623105
19928,sp|P83798|PETN_MASLA,0,VFG030047,1.0,0.84,82.0,2.116e-18,0.011960326721120186
19929,sp|P00893|ILVI_ECOLI,0,YP_001053432.1,1.0,0.956,2070.0,0.0,0.30192532088681445
19930,sp|P21883|ODP2_BACSU,0,P11961,0.0,0.932,1352.0,0.0,0.1971995332555426
19931,VFG043267,1,VFG043414,1.0,0.776,993.0,4.6979999999999994e-291,0.14483663943990666
19932,VFG041556,1,VFG000799,1.0,0.758,727.0,1.864e-210,0.1060385064177363
19933,VFG022223,1,VFG022231,1.0,0.877,3689.0,0.0,0.5380688448074679
19934,sp|Q4KXC9|WBNJ_ECOLX,0,VFG006060,1.0,0.756,586.0,7.785999999999999e-169,0.0854725787631272
19935,sp|P16731|UL88_HCMVA,0,VFG041558,1.0,0.54,203.0,2.112e-52,0.029609101516919485
19936,sp|A0A385DT87|RING2_BPCA1,0,A0A385DV73,0.0,0.518,152.0,2.726e-37,0.022170361726954493
19937,sp|I6Y3U6|ECH20_MYCTU,0,Q0S7P8,0.0,0.983,925.0,6.332e-284,0.13491831971995333
19938,sp|P08764|T3RE_BPP1,0,NP_345028.1,1.0,0.448,333.0,4.4859999999999997e-91,0.0485705950991832
19939,sp|P76458|ATOD_ECOLI,0,P33752,0.0,0.857,714.0,4.362e-213,0.10414235705950992
19940,sp|P42900|SLS1_YEAST,0,O59810,0.0,0.61,273.0,4.6959999999999995e-73,0.03981913652275379
19941,VFG029538,1,VFG029633,1.0,0.888,1355.0,0.0,0.19763710618436406
19942,VFG047564,1,Q81ZH0,0.0,0.867,1028.0,3.9939999999999996e-306,0.1499416569428238
19943,gi|66275955|ref|YP_233040.1|,1,VFG016633,1.0,0.602,91.0,5.437e-19,0.013273045507584598
19944,VFG005865,1,VFG016417,1.0,0.894,945.0,1.56e-282,0.13783547257876314
19945,sp|Q8SRY1|G6PI_ENCCU,0,P78917,0.0,0.718,1085.0,0.0,0.15825554259043173
19946,sp|Q21A54|PDUL_RHOPB,0,Q9XDN5,0.0,0.8,554.0,1.5750000000000002e-159,0.0808051341890315
19947,VFG006532,1,VFG006536,1.0,0.87,716.0,3.411e-210,0.1044340723453909
19948,sp|Q6D0W7|CSY2_PECAS,0,Q02MM0,0.0,0.678,477.0,3.792e-135,0.06957409568261377
19949,VFG022172,1,VFG022173,1.0,0.791,689.0,9.306e-200,0.10049591598599766
19950,sp|P70962|RAPB_BACSU,0,Q00828,0.0,0.899,1113.0,0.0,0.16233955659276547
19951,VFG009748,1,VFG024142,1.0,0.925,622.0,1.4409999999999999e-179,0.09072345390898483
19952,VFG044188,1,VFG050030,1.0,0.937,258.0,3.724e-73,0.03763127187864644
19953,sp|P53540|SPC98_YEAST,0,VFG019772,1.0,0.474,356.0,4.266e-98,0.051925320886814466
19954,VFG009518,1,VFG022723,1.0,0.935,1516.0,0.0,0.22112018669778297
19955,VFG024576,1,VFG022214,1.0,0.82,1094.0,0.0,0.15956826137689614
19956,VFG026221,1,VFG026305,1.0,0.958,798.0,3.086e-243,0.11639439906651108
19957,sp|P75804|YLII_ECOLI,0,P13650,0.0,0.616,696.0,3.542e-201,0.10151691948658109
19958,VFG000549,1,VFG041854,1.0,0.83,691.0,1.734e-201,0.10078763127187865
19959,sp|Q97FZ9|RUBY1_CLOAB,0,P30820,0.0,0.848,478.0,1.019e-136,0.06971995332555427
19960,sp|O34816|YKUD_BACSU,0,P76193,0.0,0.663,342.0,2.342e-95,0.04988331388564761
19961,VFG001961,1,O31423,0.0,0.677,331.0,5.221e-91,0.048278879813302214
19962,VFG015913,1,VFG044314,1.0,0.879,1701.0,0.0,0.24810385064177362
19963,sp|Q8NTR2|ASPAT_CORGL,0,A0R5R7,0.0,0.923,1481.0,0.0,0.21601516919486582
19964,fig|169963.11.peg.1876|lmo1831|VBILisMon69206_1876|,1,P0CB78,0.0,0.966,772.0,3.188e-235,0.11260210035005834
19965,sp|Q9Y804|FAN1_SCHPO,0,P08468,0.0,0.496,265.0,1.55e-70,0.03865227537922987
19966,sp|P13712|MSI1_YEAST,0,O14021,0.0,0.76,1054.0,4.171e-310,0.15373395565927656
19967,sp|Q9Z4N4|MCEA_KLEPN,0,P62530,0.0,0.593,104.0,3.103e-23,0.015169194865810968
19968,sp|Q9RER4|ALR_AQUPY,0,I6LNY0,0.0,0.793,976.0,1.494e-289,0.1423570595099183
19969,sp|P9WHL3|PYRC_MYCTU,0,Q5HGN1,0.0,0.891,1388.0,0.0,0.20245040840140024
19970,VFG001142,1,VFG019416,1.0,0.843,1717.0,0.0,0.25043757292882146
19971,VFG010029,1,VFG027391,1.0,0.824,1277.0,0.0,0.18626021003500584
19972,VFG042013,1,VFG009889,1.0,0.791,267.0,2.9300000000000003e-72,0.03894399066511085
19973,sp|Q45614|WALK_BACSU,0,Q5HK19,0.0,0.869,1790.0,0.0,0.26108518086347726
19974,sp|P27431|ROXA_ECOLI,0,P44683,0.0,0.734,780.0,1.103e-226,0.11376896149358226
